[2025-11-20 16:13:12] === 系统启动 ===
[2025-11-20 16:16:05] === 系统启动 ===
[2025-11-20 16:16:59] 📊 K线收盘 | Open: 3022.67 | Close: 3027.64 | RSI: 40.7
[2025-11-21 04:48:00] 📊 K线收盘 | Open: 2834.6 | Close: 2837.72 | RSI: 48.3
[2025-11-21 04:49:00] 📊 K线收盘 | Open: 2837.72 | Close: 2839.62 | RSI: 51.1
[2025-11-21 04:50:00] 📊 K线收盘 | Open: 2839.62 | Close: 2839.56 | RSI: 51.0
[2025-11-21 04:51:00] 📊 K线收盘 | Open: 2839.56 | Close: 2843.69 | RSI: 56.9
[2025-11-21 04:52:00] 📊 K线收盘 | Open: 2843.69 | Close: 2839.83 | RSI: 50.8
[2025-11-21 04:59:00] 📊 K线收盘 | Open: 2837.08 | Close: 2837.76 | RSI: 47.8
[2025-11-21 05:00:00] 📊 K线收盘 | Open: 2837.76 | Close: 2833.97 | RSI: 42.8
[2025-11-21 05:01:00] 📊 K线收盘 | Open: 2833.97 | Close: 2843.75 | RSI: 55.6
[2025-11-21 05:02:00] 📊 K线收盘 | Open: 2843.76 | Close: 2845.98 | RSI: 57.9
[2025-11-21 05:03:00] 📊 K线收盘 | Open: 2845.99 | Close: 2847.64 | RSI: 59.6
[2025-11-21 05:04:00] 📊 K线收盘 | Open: 2847.64 | Close: 2844.76 | RSI: 55.5
[2025-11-21 05:05:00] 📊 K线收盘 | Open: 2844.77 | Close: 2845.88 | RSI: 56.7
[2025-11-21 05:06:00] 📊 K线收盘 | Open: 2845.88 | Close: 2852.42 | RSI: 63.3
[2025-11-21 05:07:00] 📊 K线收盘 | Open: 2852.42 | Close: 2851.9 | RSI: 62.4
[2025-11-21 05:08:00] 📊 K线收盘 | Open: 2851.91 | Close: 2845.46 | RSI: 53.4
[2025-11-21 05:09:00] 📊 K线收盘 | Open: 2845.46 | Close: 2850.69 | RSI: 58.6
[2025-11-21 05:10:00] 📊 K线收盘 | Open: 2850.69 | Close: 2847.62 | RSI: 54.7
[2025-11-21 05:11:00] 📊 K线收盘 | Open: 2847.62 | Close: 2847.72 | RSI: 54.8
[2025-11-21 05:12:00] 📊 K线收盘 | Open: 2847.72 | Close: 2848.65 | RSI: 55.9
[2025-11-21 05:13:00] 📊 K线收盘 | Open: 2848.64 | Close: 2849.0 | RSI: 56.3
[2025-11-21 05:14:00] 📊 K线收盘 | Open: 2849.0 | Close: 2847.53 | RSI: 54.0
[2025-11-21 05:15:00] 📊 K线收盘 | Open: 2847.53 | Close: 2847.28 | RSI: 53.6
[2025-11-21 05:16:00] 📊 K线收盘 | Open: 2847.28 | Close: 2848.63 | RSI: 55.5
[2025-11-21 05:17:00] 📊 K线收盘 | Open: 2848.62 | Close: 2851.25 | RSI: 59.0
[2025-11-21 05:18:00] 📊 K线收盘 | Open: 2851.26 | Close: 2849.91 | RSI: 56.5
[2025-11-21 05:19:00] 📊 K线收盘 | Open: 2849.92 | Close: 2853.19 | RSI: 60.8
[2025-11-21 05:20:00] 📊 K线收盘 | Open: 2853.2 | Close: 2861.39 | RSI: 69.0
[2025-11-21 05:21:00] 📊 K线收盘 | Open: 2861.39 | Close: 2869.74 | RSI: 74.7
[2025-11-21 05:22:00] 📊 K线收盘 | Open: 2869.74 | Close: 2874.92 | RSI: 77.5
[2025-11-21 05:23:00] 📊 K线收盘 | Open: 2874.92 | Close: 2874.6 | RSI: 77.0
[2025-11-21 05:24:00] 📊 K线收盘 | Open: 2874.6 | Close: 2876.35 | RSI: 77.9
[2025-11-21 05:25:00] 📊 K线收盘 | Open: 2876.35 | Close: 2878.0 | RSI: 78.8
[2025-11-21 05:26:00] 📊 K线收盘 | Open: 2878.0 | Close: 2868.61 | RSI: 63.2
[2025-11-21 05:27:00] 📊 K线收盘 | Open: 2868.6 | Close: 2869.55 | RSI: 64.0
[2025-11-21 05:28:00] 📊 K线收盘 | Open: 2869.55 | Close: 2866.03 | RSI: 59.0
[2025-11-21 05:29:00] 📊 K线收盘 | Open: 2866.03 | Close: 2862.79 | RSI: 54.8
[2025-11-21 05:30:00] 📊 K线收盘 | Open: 2862.79 | Close: 2863.56 | RSI: 55.6
[2025-11-21 05:31:00] 📊 K线收盘 | Open: 2863.56 | Close: 2862.58 | RSI: 54.3
[2025-11-21 05:32:00] 📊 K线收盘 | Open: 2862.58 | Close: 2869.3 | RSI: 61.2
[2025-11-21 05:33:00] 📊 K线收盘 | Open: 2869.3 | Close: 2874.89 | RSI: 65.8
[2025-11-21 05:34:00] 📊 K线收盘 | Open: 2874.89 | Close: 2878.2 | RSI: 68.2
[2025-11-21 05:35:00] 📊 K线收盘 | Open: 2878.2 | Close: 2874.41 | RSI: 62.7
[2025-11-21 05:36:00] 📊 K线收盘 | Open: 2874.41 | Close: 2876.42 | RSI: 64.4
[2025-11-21 05:37:00] 📊 K线收盘 | Open: 2876.41 | Close: 2881.82 | RSI: 68.4
[2025-11-21 05:38:00] 📊 K线收盘 | Open: 2881.81 | Close: 2878.39 | RSI: 63.5
[2025-11-21 05:39:00] 📊 K线收盘 | Open: 2878.39 | Close: 2876.25 | RSI: 60.6
[2025-11-21 05:40:00] 📊 K线收盘 | Open: 2876.25 | Close: 2876.79 | RSI: 61.1
[2025-11-21 05:41:00] 📊 K线收盘 | Open: 2876.8 | Close: 2879.99 | RSI: 63.9
[2025-11-21 05:42:00] 📊 K线收盘 | Open: 2880.0 | Close: 2882.59 | RSI: 66.1
[2025-11-21 05:43:00] 📊 K线收盘 | Open: 2882.59 | Close: 2885.25 | RSI: 68.2
[2025-11-21 05:44:00] 📊 K线收盘 | Open: 2885.24 | Close: 2885.36 | RSI: 68.2
[2025-11-21 05:45:00] 📊 K线收盘 | Open: 2885.36 | Close: 2887.06 | RSI: 69.6
[2025-11-21 05:46:00] 📊 K线收盘 | Open: 2887.06 | Close: 2886.79 | RSI: 69.1
[2025-11-21 05:47:00] 📊 K线收盘 | Open: 2886.79 | Close: 2891.57 | RSI: 72.9
[2025-11-21 05:48:00] 📊 K线收盘 | Open: 2891.57 | Close: 2895.74 | RSI: 75.8
[2025-11-21 05:49:00] 📊 K线收盘 | Open: 2895.74 | Close: 2894.2 | RSI: 72.7
[2025-11-21 05:50:00] 📊 K线收盘 | Open: 2894.2 | Close: 2889.21 | RSI: 63.9
[2025-11-21 05:51:00] 📊 K线收盘 | Open: 2889.22 | Close: 2889.89 | RSI: 64.5
[2025-11-21 05:52:00] 📊 K线收盘 | Open: 2889.9 | Close: 2886.39 | RSI: 58.8
[2025-11-21 05:53:00] 📊 K线收盘 | Open: 2886.4 | Close: 2887.42 | RSI: 59.9
[2025-11-21 05:54:00] 📊 K线收盘 | Open: 2887.43 | Close: 2887.69 | RSI: 60.2
[2025-11-21 05:55:00] 📊 K线收盘 | Open: 2887.7 | Close: 2886.29 | RSI: 57.7
[2025-11-21 05:56:00] 📊 K线收盘 | Open: 2886.28 | Close: 2886.48 | RSI: 58.0
[2025-11-21 05:57:00] 📊 K线收盘 | Open: 2886.48 | Close: 2887.31 | RSI: 59.1
[2025-11-21 05:58:00] 📊 K线收盘 | Open: 2887.3 | Close: 2880.63 | RSI: 47.8
[2025-11-21 05:59:00] 📊 K线收盘 | Open: 2880.64 | Close: 2878.61 | RSI: 45.0
[2025-11-21 06:00:00] 📊 K线收盘 | Open: 2878.6 | Close: 2877.96 | RSI: 44.1
[2025-11-21 06:01:00] 📊 K线收盘 | Open: 2877.96 | Close: 2876.52 | RSI: 42.1
[2025-11-21 06:02:00] 📊 K线收盘 | Open: 2876.52 | Close: 2877.6 | RSI: 44.2
[2025-11-21 06:03:00] 📊 K线收盘 | Open: 2877.6 | Close: 2885.07 | RSI: 55.8
[2025-11-21 06:04:00] 📊 K线收盘 | Open: 2885.06 | Close: 2887.32 | RSI: 58.6
[2025-11-21 06:05:00] 📊 K线收盘 | Open: 2887.33 | Close: 2885.39 | RSI: 55.4
[2025-11-21 06:06:00] 📊 K线收盘 | Open: 2885.4 | Close: 2888.01 | RSI: 58.7
[2025-11-21 06:07:00] 📊 K线收盘 | Open: 2888.02 | Close: 2892.95 | RSI: 64.1
[2025-11-21 06:08:00] 📊 K线收盘 | Open: 2892.95 | Close: 2894.26 | RSI: 65.4
[2025-11-21 06:09:00] 📊 K线收盘 | Open: 2894.26 | Close: 2893.01 | RSI: 63.1
[2025-11-21 06:10:00] 📊 K线收盘 | Open: 2893.01 | Close: 2894.03 | RSI: 64.2
[2025-11-21 06:11:00] 📊 K线收盘 | Open: 2894.03 | Close: 2896.88 | RSI: 67.2
[2025-11-21 06:12:00] 📊 K线收盘 | Open: 2896.88 | Close: 2898.73 | RSI: 69.1
[2025-11-21 06:13:00] 📊 K线收盘 | Open: 2898.72 | Close: 2899.92 | RSI: 70.2
[2025-11-21 06:14:00] 📊 K线收盘 | Open: 2899.92 | Close: 2892.35 | RSI: 56.0
[2025-11-21 06:15:00] 📊 K线收盘 | Open: 2892.34 | Close: 2896.7 | RSI: 60.9
[2025-11-21 06:16:00] 📊 K线收盘 | Open: 2896.7 | Close: 2901.8 | RSI: 65.7
[2025-11-21 06:17:00] 📊 K线收盘 | Open: 2901.79 | Close: 2899.14 | RSI: 61.5
[2025-11-21 06:18:00] 📊 K线收盘 | Open: 2899.14 | Close: 2900.78 | RSI: 63.0
[2025-11-21 06:19:00] 📊 K线收盘 | Open: 2900.78 | Close: 2898.79 | RSI: 59.8
[2025-11-21 06:20:00] 📊 K线收盘 | Open: 2898.79 | Close: 2901.35 | RSI: 62.5
[2025-11-21 06:21:00] 📊 K线收盘 | Open: 2901.34 | Close: 2900.25 | RSI: 60.6
[2025-11-21 06:22:00] 📊 K线收盘 | Open: 2900.25 | Close: 2899.17 | RSI: 58.8
[2025-11-21 06:23:00] 📊 K线收盘 | Open: 2899.18 | Close: 2894.92 | RSI: 52.1
[2025-11-21 06:24:00] 📊 K线收盘 | Open: 2894.93 | Close: 2897.25 | RSI: 55.1
[2025-11-21 06:25:00] 📊 K线收盘 | Open: 2897.25 | Close: 2900.07 | RSI: 58.5
[2025-11-21 06:26:00] 📊 K线收盘 | Open: 2900.07 | Close: 2899.88 | RSI: 58.2
[2025-11-21 06:27:00] 📊 K线收盘 | Open: 2899.87 | Close: 2896.24 | RSI: 52.3
[2025-11-21 06:28:00] 📊 K线收盘 | Open: 2896.24 | Close: 2901.3 | RSI: 58.6
[2025-11-21 06:28:59] 📊 K线收盘 | Open: 2901.3 | Close: 2900.59 | RSI: 57.4
[2025-11-21 06:30:00] 📊 K线收盘 | Open: 2900.6 | Close: 2900.26 | RSI: 56.9
[2025-11-21 06:31:00] 📊 K线收盘 | Open: 2900.26 | Close: 2895.48 | RSI: 49.4
[2025-11-21 06:32:00] 📊 K线收盘 | Open: 2895.47 | Close: 2902.09 | RSI: 57.7
[2025-11-21 06:33:00] 📊 K线收盘 | Open: 2902.1 | Close: 2898.5 | RSI: 52.6
[2025-11-21 06:34:00] 📊 K线收盘 | Open: 2898.49 | Close: 2894.05 | RSI: 47.1
[2025-11-21 06:35:00] 📊 K线收盘 | Open: 2894.06 | Close: 2890.24 | RSI: 43.0
[2025-11-21 06:36:00] 📊 K线收盘 | Open: 2890.24 | Close: 2885.52 | RSI: 38.5
[2025-11-21 06:36:59] 📊 K线收盘 | Open: 2885.53 | Close: 2886.51 | RSI: 39.9
[2025-11-21 06:38:00] 📊 K线收盘 | Open: 2886.5 | Close: 2883.01 | RSI: 36.7
[2025-11-21 06:39:00] 📊 K线收盘 | Open: 2883.01 | Close: 2884.51 | RSI: 39.0
[2025-11-21 06:40:00] 📊 K线收盘 | Open: 2884.51 | Close: 2884.11 | RSI: 38.6
[2025-11-21 06:41:00] 📊 K线收盘 | Open: 2884.12 | Close: 2882.59 | RSI: 37.0
[2025-11-21 06:42:00] 📊 K线收盘 | Open: 2882.59 | Close: 2885.63 | RSI: 42.0
[2025-11-21 06:43:00] 📊 K线收盘 | Open: 2885.63 | Close: 2885.93 | RSI: 42.5
[2025-11-21 06:44:00] 📊 K线收盘 | Open: 2885.93 | Close: 2889.48 | RSI: 48.1
[2025-11-21 06:45:00] 📊 K线收盘 | Open: 2889.47 | Close: 2887.43 | RSI: 45.3
[2025-11-21 06:46:00] 📊 K线收盘 | Open: 2887.43 | Close: 2888.78 | RSI: 47.5
[2025-11-21 06:47:00] 📊 K线收盘 | Open: 2888.78 | Close: 2892.51 | RSI: 52.9
[2025-11-21 06:48:00] 📊 K线收盘 | Open: 2892.51 | Close: 2892.45 | RSI: 52.8
[2025-11-21 06:49:00] 📊 K线收盘 | Open: 2892.45 | Close: 2892.27 | RSI: 52.5
[2025-11-21 06:50:00] 📊 K线收盘 | Open: 2892.27 | Close: 2885.59 | RSI: 42.7
[2025-11-21 06:51:00] 📊 K线收盘 | Open: 2885.6 | Close: 2885.03 | RSI: 42.0
[2025-11-21 06:52:00] 📊 K线收盘 | Open: 2885.04 | Close: 2884.52 | RSI: 41.3
[2025-11-21 06:53:00] 📊 K线收盘 | Open: 2884.53 | Close: 2885.53 | RSI: 43.3
[2025-11-21 06:54:00] 📊 K线收盘 | Open: 2885.53 | Close: 2886.75 | RSI: 45.6
[2025-11-21 06:55:00] 📊 K线收盘 | Open: 2886.75 | Close: 2885.0 | RSI: 42.9
[2025-11-21 06:56:00] 📊 K线收盘 | Open: 2885.0 | Close: 2885.9 | RSI: 44.7
[2025-11-21 06:57:00] 📊 K线收盘 | Open: 2885.9 | Close: 2887.06 | RSI: 47.0
[2025-11-21 06:58:00] 📊 K线收盘 | Open: 2887.06 | Close: 2887.8 | RSI: 48.6
[2025-11-21 06:59:00] 📊 K线收盘 | Open: 2887.79 | Close: 2888.79 | RSI: 50.6
[2025-11-21 07:00:00] 📊 K线收盘 | Open: 2888.78 | Close: 2885.07 | RSI: 43.6
[2025-11-21 07:01:00] 📊 K线收盘 | Open: 2885.07 | Close: 2888.14 | RSI: 49.8
[2025-11-21 07:02:00] 📊 K线收盘 | Open: 2888.15 | Close: 2885.67 | RSI: 45.5
[2025-11-21 07:03:00] 📊 K线收盘 | Open: 2885.66 | Close: 2877.55 | RSI: 34.9
[2025-11-21 07:04:00] 📊 K线收盘 | Open: 2877.54 | Close: 2879.12 | RSI: 37.9
[2025-11-21 07:05:00] 📊 K线收盘 | Open: 2879.12 | Close: 2882.03 | RSI: 43.1
[2025-11-21 07:06:00] 📊 K线收盘 | Open: 2882.03 | Close: 2879.7 | RSI: 40.2
[2025-11-21 07:07:00] 📊 K线收盘 | Open: 2879.71 | Close: 2877.56 | RSI: 37.7
[2025-11-21 07:08:00] 📊 K线收盘 | Open: 2877.57 | Close: 2869.83 | RSI: 30.2
[2025-11-21 07:09:00] 📊 K线收盘 | Open: 2869.83 | Close: 2868.93 | RSI: 29.5
[2025-11-21 07:10:00] 📊 K线收盘 | Open: 2868.92 | Close: 2869.25 | RSI: 30.2
[2025-11-21 07:11:00] 📊 K线收盘 | Open: 2869.26 | Close: 2869.19 | RSI: 30.1
[2025-11-21 07:12:00] 📊 K线收盘 | Open: 2869.18 | Close: 2864.69 | RSI: 26.2
[2025-11-21 07:13:00] 📊 K线收盘 | Open: 2864.69 | Close: 2864.01 | RSI: 25.7
[2025-11-21 07:14:00] 📊 K线收盘 | Open: 2864.02 | Close: 2869.68 | RSI: 37.3
[2025-11-21 07:15:00] 📊 K线收盘 | Open: 2869.68 | Close: 2866.92 | RSI: 34.5
[2025-11-21 07:16:00] 📊 K线收盘 | Open: 2866.91 | Close: 2869.43 | RSI: 39.0
[2025-11-21 07:17:00] 📊 K线收盘 | Open: 2869.42 | Close: 2871.38 | RSI: 42.3
[2025-11-21 07:18:00] 📊 K线收盘 | Open: 2871.37 | Close: 2873.36 | RSI: 45.6
[2025-11-21 07:19:00] 📊 K线收盘 | Open: 2873.35 | Close: 2862.54 | RSI: 34.2
[2025-11-21 07:20:00] 📊 K线收盘 | Open: 2862.54 | Close: 2863.45 | RSI: 35.7
[2025-11-21 07:21:00] 📊 K线收盘 | Open: 2863.45 | Close: 2859.87 | RSI: 32.6
[2025-11-21 07:22:00] 📊 K线收盘 | Open: 2859.86 | Close: 2855.63 | RSI: 29.4
[2025-11-21 07:23:00] 📊 K线收盘 | Open: 2855.63 | Close: 2862.46 | RSI: 39.7
[2025-11-21 07:24:00] 📊 K线收盘 | Open: 2862.47 | Close: 2863.62 | RSI: 41.3
[2025-11-21 07:25:00] 📊 K线收盘 | Open: 2863.63 | Close: 2870.17 | RSI: 49.3
[2025-11-21 07:26:00] 📊 K线收盘 | Open: 2870.16 | Close: 2867.58 | RSI: 46.6
[2025-11-21 07:27:00] 📊 K线收盘 | Open: 2867.57 | Close: 2865.27 | RSI: 44.2
[2025-11-21 07:28:00] 📊 K线收盘 | Open: 2865.27 | Close: 2864.41 | RSI: 43.4
[2025-11-21 07:29:00] 📊 K线收盘 | Open: 2864.4 | Close: 2861.36 | RSI: 40.3
[2025-11-21 07:30:00] 📊 K线收盘 | Open: 2861.36 | Close: 2863.43 | RSI: 43.2
[2025-11-21 07:31:00] 📊 K线收盘 | Open: 2863.44 | Close: 2860.8 | RSI: 40.5
[2025-11-21 07:32:00] 📊 K线收盘 | Open: 2860.8 | Close: 2857.72 | RSI: 37.6
[2025-11-21 07:33:00] 📊 K线收盘 | Open: 2857.72 | Close: 2857.89 | RSI: 37.9
[2025-11-21 07:34:00] 📊 K线收盘 | Open: 2857.89 | Close: 2864.64 | RSI: 47.5
[2025-11-21 07:35:00] 📊 K线收盘 | Open: 2864.63 | Close: 2860.22 | RSI: 42.8
[2025-11-21 07:36:00] 📊 K线收盘 | Open: 2860.21 | Close: 2857.01 | RSI: 39.8
[2025-11-21 07:37:00] 📊 K线收盘 | Open: 2857.0 | Close: 2849.1 | RSI: 33.4
[2025-11-21 07:38:00] 📊 K线收盘 | Open: 2849.09 | Close: 2838.6 | RSI: 27.2
[2025-11-21 07:38:59] 📊 K线收盘 | Open: 2838.6 | Close: 2839.68 | RSI: 28.6
[2025-11-21 07:40:00] 📊 K线收盘 | Open: 2839.69 | Close: 2836.31 | RSI: 26.8
[2025-11-21 07:41:00] 📊 K线收盘 | Open: 2836.31 | Close: 2842.83 | RSI: 35.4
[2025-11-21 07:42:00] 📊 K线收盘 | Open: 2842.83 | Close: 2846.49 | RSI: 39.7
[2025-11-21 07:43:00] 📊 K线收盘 | Open: 2846.49 | Close: 2845.2 | RSI: 38.7
[2025-11-21 07:44:00] 📊 K线收盘 | Open: 2845.2 | Close: 2847.08 | RSI: 41.0
[2025-11-21 07:45:00] 📊 K线收盘 | Open: 2847.08 | Close: 2848.17 | RSI: 42.3
[2025-11-21 07:46:00] 📊 K线收盘 | Open: 2848.16 | Close: 2843.32 | RSI: 38.2
[2025-11-21 07:47:00] 📊 K线收盘 | Open: 2843.32 | Close: 2847.57 | RSI: 43.4
[2025-11-21 07:48:00] 📊 K线收盘 | Open: 2847.58 | Close: 2849.82 | RSI: 46.0
[2025-11-21 07:49:00] 📊 K线收盘 | Open: 2849.83 | Close: 2843.6 | RSI: 40.4
[2025-11-21 07:50:00] 📊 K线收盘 | Open: 2843.6 | Close: 2840.91 | RSI: 38.3
[2025-11-21 07:51:00] 📊 K线收盘 | Open: 2840.91 | Close: 2838.56 | RSI: 36.5
[2025-11-21 07:52:00] 📊 K线收盘 | Open: 2838.55 | Close: 2837.24 | RSI: 35.5
[2025-11-21 07:53:00] 📊 K线收盘 | Open: 2837.23 | Close: 2829.98 | RSI: 30.4
[2025-11-21 07:54:00] 📊 K线收盘 | Open: 2829.98 | Close: 2828.57 | RSI: 29.6
[2025-11-21 07:55:00] 📊 K线收盘 | Open: 2828.57 | Close: 2834.24 | RSI: 37.4
[2025-11-21 07:56:00] 📊 K线收盘 | Open: 2834.25 | Close: 2836.67 | RSI: 40.4
[2025-11-21 07:57:00] 📊 K线收盘 | Open: 2836.67 | Close: 2835.69 | RSI: 39.6
[2025-11-21 07:58:00] 📊 K线收盘 | Open: 2835.69 | Close: 2836.55 | RSI: 40.7
[2025-11-21 07:58:59] 📊 K线收盘 | Open: 2836.55 | Close: 2828.74 | RSI: 34.3
[2025-11-21 08:00:00] 📊 K线收盘 | Open: 2828.74 | Close: 2832.97 | RSI: 39.9
[2025-11-21 08:01:00] 📊 K线收盘 | Open: 2832.96 | Close: 2836.4 | RSI: 44.0
[2025-11-21 08:02:00] 📊 K线收盘 | Open: 2836.4 | Close: 2841.43 | RSI: 49.5
[2025-11-21 08:03:00] 📊 K线收盘 | Open: 2841.43 | Close: 2852.46 | RSI: 59.0
[2025-11-21 08:04:00] 📊 K线收盘 | Open: 2852.46 | Close: 2844.96 | RSI: 51.8
[2025-11-21 08:05:00] 📊 K线收盘 | Open: 2844.95 | Close: 2836.42 | RSI: 45.1
[2025-11-21 08:06:00] 📊 K线收盘 | Open: 2836.41 | Close: 2846.23 | RSI: 52.7
[2025-11-21 08:07:00] 📊 K线收盘 | Open: 2846.22 | Close: 2841.6 | RSI: 49.2
[2025-11-21 08:08:00] 📊 K线收盘 | Open: 2841.6 | Close: 2845.04 | RSI: 51.8
[2025-11-21 08:09:00] 📊 K线收盘 | Open: 2845.05 | Close: 2845.47 | RSI: 52.1
[2025-11-21 08:10:00] 📊 K线收盘 | Open: 2845.46 | Close: 2846.77 | RSI: 53.1
[2025-11-21 08:11:00] 📊 K线收盘 | Open: 2846.77 | Close: 2849.43 | RSI: 55.2
[2025-11-21 08:12:00] 📊 K线收盘 | Open: 2849.42 | Close: 2850.87 | RSI: 56.3
[2025-11-21 08:13:00] 📊 K线收盘 | Open: 2850.87 | Close: 2847.0 | RSI: 52.5
[2025-11-21 08:14:00] 📊 K线收盘 | Open: 2847.0 | Close: 2848.79 | RSI: 54.0
[2025-11-21 08:15:00] 📊 K线收盘 | Open: 2848.79 | Close: 2856.79 | RSI: 60.3
[2025-11-21 08:16:00] 📊 K线收盘 | Open: 2856.78 | Close: 2853.06 | RSI: 56.5
[2025-11-21 08:17:00] 📊 K线收盘 | Open: 2853.07 | Close: 2852.76 | RSI: 56.1
[2025-11-21 08:18:00] 📊 K线收盘 | Open: 2852.76 | Close: 2858.48 | RSI: 60.6
[2025-11-21 08:19:00] 📊 K线收盘 | Open: 2858.48 | Close: 2860.65 | RSI: 62.2
[2025-11-21 08:20:00] 📊 K线收盘 | Open: 2860.65 | Close: 2850.0 | RSI: 51.3
[2025-11-21 08:20:59] 📊 K线收盘 | Open: 2850.0 | Close: 2854.44 | RSI: 54.9
[2025-11-21 08:22:00] 📊 K线收盘 | Open: 2854.44 | Close: 2847.29 | RSI: 48.7
[2025-11-21 08:22:59] 📊 K线收盘 | Open: 2847.28 | Close: 2855.36 | RSI: 54.9
[2025-11-21 08:24:00] 📊 K线收盘 | Open: 2855.36 | Close: 2846.98 | RSI: 48.4
[2025-11-21 08:25:00] 📊 K线收盘 | Open: 2846.97 | Close: 2849.64 | RSI: 50.4
[2025-11-21 08:26:00] 📊 K线收盘 | Open: 2849.63 | Close: 2853.81 | RSI: 53.4
[2025-11-21 08:27:00] 📊 K线收盘 | Open: 2853.82 | Close: 2856.01 | RSI: 55.0
[2025-11-21 08:28:00] 📊 K线收盘 | Open: 2856.01 | Close: 2853.88 | RSI: 53.1
[2025-11-21 08:29:00] 📊 K线收盘 | Open: 2853.87 | Close: 2855.89 | RSI: 54.7
[2025-11-21 08:30:00] 📊 K线收盘 | Open: 2855.88 | Close: 2854.98 | RSI: 53.8
[2025-11-21 08:31:00] 📊 K线收盘 | Open: 2854.98 | Close: 2856.2 | RSI: 54.9
[2025-11-21 08:32:00] 📊 K线收盘 | Open: 2856.2 | Close: 2855.15 | RSI: 53.7
[2025-11-21 08:33:00] 📊 K线收盘 | Open: 2855.16 | Close: 2849.41 | RSI: 48.0
[2025-11-21 08:34:00] 📊 K线收盘 | Open: 2849.41 | Close: 2851.53 | RSI: 50.1
[2025-11-21 08:35:00] 📊 K线收盘 | Open: 2851.52 | Close: 2849.6 | RSI: 48.2
[2025-11-21 08:36:00] 📊 K线收盘 | Open: 2849.59 | Close: 2853.65 | RSI: 52.3
[2025-11-21 08:37:00] 📊 K线收盘 | Open: 2853.65 | Close: 2855.86 | RSI: 54.5
[2025-11-21 08:38:00] 📊 K线收盘 | Open: 2855.85 | Close: 2859.98 | RSI: 58.3
[2025-11-21 08:39:00] 📊 K线收盘 | Open: 2859.97 | Close: 2864.99 | RSI: 62.4
[2025-11-21 08:40:00] 📊 K线收盘 | Open: 2865.0 | Close: 2860.86 | RSI: 57.4
[2025-11-21 08:41:00] 📊 K线收盘 | Open: 2860.85 | Close: 2861.88 | RSI: 58.3
[2025-11-21 08:42:00] 📊 K线收盘 | Open: 2861.86 | Close: 2866.39 | RSI: 62.0
[2025-11-21 08:43:00] 📊 K线收盘 | Open: 2866.39 | Close: 2865.71 | RSI: 61.1
[2025-11-21 08:44:00] 📊 K线收盘 | Open: 2865.69 | Close: 2861.5 | RSI: 55.8
[2025-11-21 08:44:59] 📊 K线收盘 | Open: 2861.5 | Close: 2860.24 | RSI: 54.2
[2025-11-21 08:45:59] 📊 K线收盘 | Open: 2860.24 | Close: 2862.12 | RSI: 56.2
[2025-11-21 08:46:59] 📊 K线收盘 | Open: 2862.12 | Close: 2863.48 | RSI: 57.6
[2025-11-21 08:48:00] 📊 K线收盘 | Open: 2863.47 | Close: 2864.01 | RSI: 58.1
[2025-11-21 08:49:00] 📊 K线收盘 | Open: 2864.0 | Close: 2864.92 | RSI: 59.1
[2025-11-21 09:03:00] 📊 K线收盘 | Open: 2865.72 | Close: 2858.18 | RSI: 49.7
[2025-11-21 09:03:00] 🔄 新交易日开始 (2025-11-21) | 重置每日盈亏: -12.00 -> 0.00
[2025-11-21 09:04:00] 📊 K线收盘 | Open: 2858.17 | Close: 2858.14 | RSI: 49.6
[2025-11-21 09:05:00] 📊 K线收盘 | Open: 2858.14 | Close: 2864.72 | RSI: 57.3
[2025-11-21 09:06:00] 📊 K线收盘 | Open: 2864.73 | Close: 2867.71 | RSI: 60.3
[2025-11-21 09:07:00] 📊 K线收盘 | Open: 2867.72 | Close: 2868.26 | RSI: 60.9
[2025-11-21 09:08:00] 📊 K线收盘 | Open: 2868.25 | Close: 2867.69 | RSI: 59.9
[2025-11-21 09:09:00] 📊 K线收盘 | Open: 2867.7 | Close: 2866.48 | RSI: 58.0
[2025-11-21 09:10:00] 📊 K线收盘 | Open: 2866.49 | Close: 2862.26 | RSI: 51.5
[2025-11-21 09:11:00] 📊 K线收盘 | Open: 2862.27 | Close: 2865.79 | RSI: 55.9
[2025-11-21 09:12:00] 📊 K线收盘 | Open: 2865.79 | Close: 2865.67 | RSI: 55.7
[2025-11-21 09:13:00] 📊 K线收盘 | Open: 2865.67 | Close: 2864.0 | RSI: 53.1
[2025-11-21 09:14:00] 📊 K线收盘 | Open: 2864.01 | Close: 2862.94 | RSI: 51.5
[2025-11-21 09:15:00] 📊 K线收盘 | Open: 2862.94 | Close: 2862.88 | RSI: 51.4
[2025-11-21 09:15:59] 📊 K线收盘 | Open: 2862.88 | Close: 2865.15 | RSI: 54.9
[2025-11-21 09:16:59] 📊 K线收盘 | Open: 2865.15 | Close: 2862.31 | RSI: 50.0
[2025-11-21 09:17:59] 📊 K线收盘 | Open: 2862.31 | Close: 2858.38 | RSI: 44.2
[2025-11-21 09:19:00] 📊 K线收盘 | Open: 2858.38 | Close: 2859.89 | RSI: 46.7
[2025-11-21 09:20:00] 📊 K线收盘 | Open: 2859.9 | Close: 2854.67 | RSI: 39.9
[2025-11-21 09:21:00] 📊 K线收盘 | Open: 2854.67 | Close: 2852.15 | RSI: 37.1
[2025-11-21 09:22:00] 📊 K线收盘 | Open: 2852.16 | Close: 2857.2 | RSI: 45.4
